'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
intersection44,28,3265,0,5,27.6
intersection97,28,3265,0,1,15.5
intersection109,28,3265,0,13,13.69
intersection141,29,3368,0,0,0.0
intersection133,29,3368,0,0,0.0
intersection33,29,3382,0,13,19.5
intersection35,29,3382,0,12,17.88
intersection40,29,3382,0,12,12.13
intersection44,29,3382,0,10,35.95
intersection97,29,3382,0,1,0.0
intersection109,29,3382,0,4,31.13
intersection141,30,3484,0,0,0.0
intersection133,30,3484,0,0,0.0
intersection33,30,3498,0,22,16.09
intersection35,30,3498,0,11,52.82
intersection40,30,3498,0,11,14.36
intersection44,30,3498,0,9,4.44
intersection97,30,3498,0,3,18.83
intersection109,30,3498,0,19,42.08
intersection141,31,3600,0,0,0.0
